Ƶ�ʣ�Hz��,���ʣ�dBm��,ǰ�ſ���,AC/DC,IQ/ɨƵ,����Ƶֱ��,���ʼƶ���,Ƶ���Ƕ���,��ֵ
3.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
4.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
4.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
4.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
4.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
4.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
4.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
4.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
4.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
4.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
5.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
5.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
5.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
5.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
5.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
5.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
5.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
5.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
5.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
6.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
6.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
6.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
6.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
6.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
6.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
6.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
6.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
6.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
7.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
7.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
7.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
7.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
8.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
8.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
8.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
9.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
9.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
9.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
9.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
9.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
9.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
9.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
9.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
9.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.01e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.02e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.03e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.04e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.05e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.06e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.07e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.08e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.09e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.89,-9.89
1.1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.11e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.12e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.13e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.14e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.15e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.16e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.17e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.18e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.19e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.21e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.22e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.23e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.24e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.25e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.26e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.27e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.28e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.29e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.31e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.32e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.33e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.34e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.35e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.36e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.37e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.38e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.39e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.4e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.41e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.42e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.43e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.44e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.45e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.46e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.47e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.48e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.49e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.5e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.51e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.52e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.53e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.54e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.55e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.56e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.57e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.58e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.59e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
1.6e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.61e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.62e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.63e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.64e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.65e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.66e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.67e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.68e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.69e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.7e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.71e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.72e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.73e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.02,-10.02
1.74e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.03,-10.03
1.75e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.76e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.77e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.78e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.79e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.8e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.81e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.82e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
1.83e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.84e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.85e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.86e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.87e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.88e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.89e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.9e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.91e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
1.92e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
1.93e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.94e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.95e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.96e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
1.97e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.98e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.99e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.01e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
2.02e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
2.03e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
2.04e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
2.05e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.06e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.07e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.08e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.09e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.11e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.12e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.13e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.14e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.15e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.16e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.17e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.18e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.19e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.21e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.22e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.23e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.24e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.25e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.26e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.27e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.28e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.29e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.31e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.32e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.33e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.34e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.35e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.36e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
2.37e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.38e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.39e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.4e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.41e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.42e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.43e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.44e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.45e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.46e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.47e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.48e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.49e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.5e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.51e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.52e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.53e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.54e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.55e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.56e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.57e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.58e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.59e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.6e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.61e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.62e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.63e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.64e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.65e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.66e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.67e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.68e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
2.69e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
2.7e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.71e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.72e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.73e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.74e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.75e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.76e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.77e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.78e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.79e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.8e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.81e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.82e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.83e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.84e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.85e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.86e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.87e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.88e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.89e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.9e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.91e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.92e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.93e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
2.94e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
2.95e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.96e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.97e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.98e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.99e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.01e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.02e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.03e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.04e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.05e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.06e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.07e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.08e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.09e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
3.1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.11e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
3.12e+09,-10,OFF,AC,ɨƵ,OFF,0,-10,-10
3.13e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.14e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.15e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.16e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.17e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.18e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.19e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.21e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.22e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.23e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.24e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.25e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.26e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
3.27e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
3.28e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.29e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.31e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.32e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
3.33e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
3.34e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.35e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.36e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.37e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
3.38e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.39e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.4e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.41e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
3.42e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
3.43e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.44e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.45e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
3.46e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.89,-9.89
3.47e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
