Ƶ�ʣ�Hz��,���ʣ�dBm��,ǰ�ſ���,AC/DC,IQ/ɨƵ,����Ƶֱ��,���ʼƶ���,Ƶ���Ƕ���,��ֵ
6.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
6.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
6.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
6.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
6.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
7.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
7.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
7.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
7.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
7.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
7.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
7.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
7.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
8.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
8.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
8.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
8.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
8.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
8.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
8.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
8.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
8.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
9.1e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.89,-9.89
9.2e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
9.3e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
9.4e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
9.5e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
9.6e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
9.7e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
9.8e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
9.9e+08,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.01e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.02e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.03e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.04e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.05e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.06e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.07e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.08e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
1.09e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.88,-9.88
1.1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.11e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.12e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.13e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.14e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.15e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.16e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.17e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.18e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.19e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.21e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.22e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.23e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.24e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.25e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.26e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
1.27e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.28e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.29e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.31e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.32e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.33e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.34e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.35e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.36e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.37e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.38e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.39e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.4e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.41e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.42e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.43e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.44e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.45e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.46e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.47e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.48e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.49e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.5e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.51e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.52e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.53e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.54e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.55e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.56e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.57e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.58e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.59e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.6e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.61e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.62e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.63e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.64e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.65e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.66e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.67e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.68e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.69e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.7e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.71e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.72e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.73e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
1.74e+09,-10,OFF,AC,ɨƵ,OFF,0,-10.01,-10.01
1.75e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.76e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.77e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.78e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.79e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.8e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.81e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.82e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.83e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.84e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.85e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.86e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.87e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.88e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
1.89e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
1.9e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.91e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.92e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
1.93e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.94e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.95e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
1.96e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
1.97e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
1.98e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
1.99e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.01e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.02e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.03e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.04e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.05e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.06e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.07e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.08e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.09e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.11e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.12e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.13e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.14e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.15e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.16e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
2.17e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.18e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.19e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.21e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.22e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.23e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.24e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.25e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.26e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.27e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.28e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.29e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.31e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.32e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.33e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.34e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.35e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.36e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.37e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.38e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.39e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.4e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.41e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.42e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.43e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.44e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.45e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.46e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.47e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.48e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.49e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.5e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.51e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
2.52e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
2.53e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.54e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.55e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.56e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.57e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.58e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.59e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.6e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.61e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.62e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.63e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.64e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.65e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.66e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.89,-9.89
2.67e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
2.68e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.69e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.7e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.71e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.72e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.73e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.74e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.75e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.76e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.77e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.78e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.79e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
2.8e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.81e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.82e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.83e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
2.84e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
2.85e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.86e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.87e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.88e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.89e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.9e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.91e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.94,-9.94
2.92e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.93e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
2.94e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
2.95e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.96e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.97e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.98e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
2.99e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.01e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.02e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.03e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.04e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.05e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.06e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.95,-9.95
3.07e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.08e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.09e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.1e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.11e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.12e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.98,-9.98
3.13e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.14e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.15e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.16e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.17e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.97,-9.97
3.18e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.19e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.2e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.21e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.22e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.23e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.24e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.25e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.96,-9.96
3.26e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.99,-9.99
3.27e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.93,-9.93
3.28e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
3.29e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.89,-9.89
3.3e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.31e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
3.32e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.33e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.34e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.88,-9.88
3.35e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
3.36e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
3.37e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.38e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.39e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
3.4e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.41e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.92,-9.92
3.42e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.91,-9.91
3.43e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.89,-9.89
3.44e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.88,-9.88
3.45e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.9,-9.9
3.46e+09,-10,OFF,AC,ɨƵ,OFF,0,-9.86,-9.86
